brand,model,transmission,age,fuel,engine,km,owner,price,location,mileage,power,seats,type
mahindra,xuv500,manual,5,diesel,2179,42625,2,1055000,,,,,
hyundai,venue,automatic,5,petrol,998,72340,1,877000,,,,,
maruti,baleno,manual,4,petrol,1197,60937,1,589000,,,,,
maruti,baleno,manual,4,petrol,1197,35495,1,659000,,,,,
hyundai,grand,manual,8,petrol,1197,22581,1,391000,,,,,
honda,city,automatic,8,petrol,1497,30591,1,729000,,,,,
hyundai,elite,manual,7,petrol,1197,47327,2,502000,,,,,
maruti,ritz,manual,13,petrol,1197,43560,1,185000,,,,,
maruti,s,manual,4,petrol,998,18518,1,408000,,,,,
maruti,new,manual,4,petrol,998,54209,1,451000,,,,,
mahindra,xuv300,manual,1,petrol,1197,12061,1,1128000,,,,,
hyundai,creta,automatic,7,petrol,1591,41908,1,849000,,,,,
hyundai,venue,manual,4,petrol,998,49650,1,860000,,,,,
renault,triber,automatic,4,petrol,999,13341,1,664000,,,,,
renault,kwid,manual,2,petrol,999,15517,1,432000,,,,,
maruti,swift,manual,13,petrol,1197,48906,1,222000,,,,,
maruti,s,manual,2,petrol,998,21688,2,405000,,,,,
hyundai,grand,manual,8,petrol,1197,97502,1,396000,,,,,
tata,nexon,automatic,3,petrol,1199,36520,1,888000,,,,,
hyundai,creta,manual,7,petrol,1591,83038,1,715000,,,,,
kia,sonet,manual,2,petrol,998,22732,1,1084000,,,,,
maruti,wagon,manual,7,petrol,998,43683,2,337000,,,,,
kia,seltos,automatic,4,diesel,1493,82433,1,1036000,,,,,
maruti,baleno,manual,7,petrol,1197,84098,1,444000,,,,,
ford,ecosport,manual,5,diesel,1498,71456,1,695000,,,,,
tata,tiago,manual,2,cng,1199,22213,1,675000,,,,,
hyundai,xcent,manual,7,petrol,1197,50492,2,400000,,,,,
hyundai,creta,automatic,7,petrol,1591,74436,1,817000,,,,,
hyundai,grand,manual,11,petrol,1197,71347,2,281000,,,,,
renault,triber,manual,4,petrol,999,29244,1,543000,,,,,
honda,city,manual,9,petrol,1497,48941,1,573000,,,,,
ford,ecosport,manual,5,diesel,1498,68051,1,703000,,,,,
honda,amaze,automatic,10,petrol,1198,75833,1,369000,,,,,
maruti,xl6,automatic,3,petrol,1462,27739,1,1037000,,,,,
maruti,celerio,automatic,8,petrol,998,84574,1,374000,,,,,
hyundai,new,manual,5,cng,1086,75012,1,437000,,,,,
honda,city,manual,8,petrol,1497,91272,2,606000,,,,,
maruti,celerio,automatic,7,petrol,998,43600,1,473000,,,,,
maruti,swift,manual,13,petrol,1197,28823,1,223000,,,,,
honda,brio,manual,11,petrol,1198,78963,2,252000,,,,,
maruti,ciaz,automatic,7,petrol,1373,91712,1,596000,,,,,
maruti,new,automatic,2,petrol,998,22666,1,574000,,,,,
ford,ecosport,automatic,7,petrol,1499,48832,1,605000,,,,,
maruti,baleno,manual,7,petrol,1197,31714,1,485000,,,,,
maruti,celerio,automatic,8,petrol,998,65734,1,386000,,,,,
maruti,ciaz,automatic,7,petrol,1373,93032,2,527000,,,,,
maruti,baleno,manual,7,petrol,1197,29508,2,511000,,,,,
maruti,swift,manual,13,petrol,1197,28799,1,222000,,,,,
tata,tiago,manual,2,cng,1199,19968,1,626000,,,,,
maruti,dzire,automatic,5,petrol,1197,80225,1,628000,,,,,
maruti,celerio,automatic,7,petrol,,29841,1,432000,,,,,
renault,kwid,automatic,4,petrol,999,52957,1,397000,,,,,
tata,tiago,manual,2,cng,1199,12693,1,624000,,,,,
maruti,s,manual,4,petrol,998,39602,1,344000,,,,,
maruti,swift,manual,12,petrol,1197,54388,1,280000,,,,,
maruti,ciaz,manual,6,petrol,1462,76461,2,687000,,,,,
mahindra,xuv300,automatic,2,petrol,1197,13045,1,1127000,,,,,
maruti,baleno,automatic,6,petrol,1197,54458,2,522000,,,,,
maruti,ciaz,automatic,5,petrol,1462,31561,1,761000,,,,,
maruti,baleno,manual,3,petrol,1197,33986,1,644000,,,,,
maruti,xl6,automatic,5,petrol,1462,54342,1,921000,,,,,
tata,tigor,manual,2,cng,1199,39086,1,747000,,,,,
mg,hector,manual,3,diesel,1956,64687,1,1548000,,,,,
maruti,baleno,manual,4,petrol,1197,51871,2,610000,,,,,
maruti,baleno,automatic,6,petrol,1197,70318,1,509000,,,,,
hyundai,grand,manual,4,petrol,1197,20631,2,531000,,,,,
maruti,wagon,manual,12,petrol,998,32697,1,216000,,,,,
maruti,baleno,manual,9,petrol,1197,69308,1,416000,,,,,
maruti,celerio,automatic,9,petrol,998,64427,2,324000,,,,,
maruti,wagon,manual,10,petrol,998,65948,2,268000,,,,,
honda,city,manual,10,petrol,1497,50829,1,497000,,,,,
hyundai,i20,manual,13,petrol,1197,34169,1,215000,,,,,
toyota,etios,manual,13,petrol,1496,83914,1,212000,,,,,
maruti,ciaz,manual,9,petrol,1373,109884,1,424000,,,,,
renault,kwid,manual,4,petrol,999,35932,1,408000,,,,,
maruti,celerio,automatic,7,petrol,998,41900,1,396000,,,,,
renault,kwid,automatic,4,petrol,999,21527,2,418000,,,,,
hyundai,grand,automatic,10,petrol,1197,80495,2,360000,,,,,
maruti,swift,manual,11,petrol,1197,82502,1,281000,,,,,
hyundai,i20,manual,13,petrol,1197,82650,1,209000,,,,,
maruti,s,automatic,3,petrol,998,27180,1,466000,,,,,
honda,wr-v,manual,4,diesel,1498,45972,1,692000,,,,,
toyota,etios,manual,11,petrol,1197,103571,2,257000,,,,,
tata,nexon,manual,2,petrol,1199,14842,1,1002000,,,,,
maruti,baleno,automatic,7,petrol,1197,40326,2,522000,,,,,
hyundai,i20,manual,13,petrol,1197,71630,1,209000,,,,,
honda,amaze,manual,9,petrol,1198,95876,1,328000,,,,,
maruti,baleno,automatic,6,petrol,1197,37067,1,608000,,,,,
hyundai,venue,manual,3,petrol,998,50568,1,881000,,,,,
maruti,ritz,manual,13,petrol,1197,41391,1,181000,,,,,
mahindra,xuv300,manual,4,petrol,1197,31607,1,859000,,,,,
hyundai,creta,manual,5,petrol,1591,19577,1,926000,,,,,
tata,nexon,manual,2,petrol,1199,42490,1,975000,,,,,
mahindra,xuv300,automatic,4,diesel,1497,64788,1,883000,,,,,
ford,ecosport,manual,8,petrol,1499,92575,1,517000,,,,,
maruti,xl6,manual,2,petrol,1462,16405,1,1060000,,,,,
maruti,new,manual,4,cng,998,67693,1,504000,,,,,
maruti,new,manual,2,petrol,998,24887,1,520000,,,,,
maruti,ciaz,automatic,6,petrol,1373,119997,1,643000,,,,,
maruti,baleno,manual,9,petrol,1197,75397,1,406000,,,,,
hyundai,grand,automatic,8,petrol,1197,25133,2,424000,,,,,
maruti,celerio,automatic,6,petrol,998,54534,2,412000,,,,,
mahindra,xuv300,automatic,3,petrol,1197,16848,1,1108000,,,,,
renault,kwid,automatic,4,petrol,999,24963,1,442000,,,,,
hyundai,grand,automatic,9,petrol,1197,80208,2,434000,,,,,
maruti,swift,manual,7,petrol,1197,58539,1,420000,,,,,
maruti,ciaz,manual,7,petrol,1373,60227,1,619000,,,,,
nissan,magnite,manual,2,petrol,999,15128,1,616000,,,,,
hyundai,grand,manual,7,petrol,,45515,2,417000,,,,,
toyota,etios,manual,9,petrol,1496,94749,1,325000,,,,,
maruti,celerio,automatic,8,petrol,998,47575,1,429000,,,,,
hyundai,grand,manual,8,petrol,1197,72615,1,412000,,,,,
hyundai,grand,manual,7,petrol,1197,60546,1,386000,,,,,
maruti,s,manual,4,petrol,998,43141,2,386000,,,,,
maruti,baleno,automatic,6,petrol,1197,94466,1,475000,,,,,
maruti,swift,manual,13,petrol,1197,47760,1,223000,,,,,
maruti,ciaz,manual,5,petrol,1462,46705,1,714000,,,,,
honda,city,manual,9,petrol,1497,60965,1,551000,,,,,
mahindra,xuv300,manual,5,petrol,1197,48044,1,836000,,,,,
tata,nexon,manual,3,petrol,1199,29284,1,939000,,,,,
hyundai,i10,manual,13,petrol,1197,65182,2,194000,,,,,
mahindra,xuv500,automatic,5,diesel,2179,53206,2,1202000,,,,,
mahindra,xuv300,manual,3,petrol,1197,12532,1,1011000,,,,,
maruti,baleno,manual,7,petrol,1197,78186,1,538000,,,,,
maruti,baleno,automatic,7,petrol,1197,36618,1,542000,,,,,
tata,tigor,manual,2,cng,1199,37621,1,723000,,,,,
maruti,ciaz,manual,9,petrol,1373,94942,1,470000,,,,,
maruti,ciaz,manual,5,diesel,1498,92478,3,702000,,,,,
hyundai,i10,manual,13,petrol,1197,75338,2,164000,,,,,
maruti,baleno,manual,5,petrol,,41726,1,649000,,,,,
hyundai,i10,manual,13,petrol,1197,55760,2,178000,,,,,
honda,amaze,manual,5,cng,1199,70849,2,514000,,,,,
maruti,swift,manual,5,petrol,1197,57073,1,447000,,,,,
maruti,swift,manual,5,petrol,1197,43834,1,577000,,,,,
tata,altroz,manual,3,petrol,1199,10551,2,522000,,,,,
maruti,brezza,manual,1,petrol,1462,8502,2,994000,,,,,
mahindra,thar,automatic,3,petrol,1997,38659,2,1231000,,,,,
toyota,urban,manual,2,petrol,1462,28970,1,825000,,,,,
maruti,brezza,manual,1,petrol,1462,7048,1,1176000,,,,,
maruti,dzire,manual,4,petrol,1197,44365,1,583000,,,,,
hyundai,elite,manual,9,petrol,1197,76596,2,397000,,,,,
kia,seltos,manual,2,diesel,1493,36166,1,1034000,,,,,
mg,hector,manual,4,petrol,1451,67143,1,994000,,,,,
hyundai,santro,manual,11,petrol,1086,59572,1,197000,,,,,
tata,tiago,automatic,1,electric,,10423,1,875000,,,,,
maruti,swift,automatic,3,petrol,1197,11486,1,616000,,,,,
maruti,ciaz,manual,9,petrol,1373,45419,1,459000,,,,,
hyundai,new,manual,2,petrol,998,10797,1,919000,,,,,
honda,amaze,manual,2,petrol,1199,10819,1,708000,,,,,
jeep,compass,manual,5,diesel,1956,36398,1,1357000,,,,,
hyundai,elite,manual,9,petrol,1197,66783,1,428000,,,,,
jeep,compass,manual,5,diesel,1956,45323,1,994000,,,,,
mahindra,thar,automatic,3,petrol,1997,19467,1,1334000,,,,,
honda,amaze,manual,11,petrol,1198,107855,2,249000,,,,,
tata,safari,automatic,2,diesel,1956,20858,1,1715000,,,,,
honda,amaze,manual,5,petrol,1199,56996,1,581000,,,,,
honda,brio,automatic,9,petrol,1198,44303,1,380000,,,,,
hyundai,grand,manual,6,petrol,1197,41163,3,382000,,,,,
honda,amaze,automatic,6,petrol,1199,49616,2,553000,,,,,
maruti,baleno,automatic,4,petrol,1197,27579,2,670000,,,,,
maruti,alto,manual,2,petrol,796,2116,1,406000,,,,,
honda,amaze,manual,5,petrol,1199,54392,1,562000,,,,,
hyundai,i20,manual,9,petrol,1197,51152,1,477000,,,,,
maruti,dzire,manual,4,petrol,1197,30892,1,608000,,,,,
maruti,wagon,manual,7,petrol,998,43944,1,335000,,,,,
renault,triber,manual,2,petrol,999,36809,2,652000,,,,,
tata,nexon,automatic,2,diesel,1497,34248,1,1089000,,,,,
hyundai,xcent,manual,10,petrol,1197,88848,2,269000,,,,,
hyundai,i20,manual,10,petrol,1197,54137,1,362000,,,,,
tata,nexon,manual,4,diesel,1497,25672,1,938000,,,,,
maruti,alto,manual,8,petrol,796,49442,1,234000,,,,,
tata,nexon,manual,2,petrol,1199,30719,1,831000,,,,,
maruti,swift,manual,7,cng,1197,88225,1,407000,,,,,
mahindra,xuv500,automatic,5,diesel,2179,47525,2,1119000,,,,,
maruti,wagon,manual,10,petrol,998,57918,2,251000,,,,,
maruti,baleno,automatic,5,petrol,1197,47915,2,627000,,,,,
maruti,alto,automatic,7,petrol,998,49080,1,322000,,,,,
maruti,baleno,automatic,3,petrol,1197,39272,2,710000,,,,,
hyundai,grand,automatic,7,petrol,1197,52658,1,477000,,,,,
maruti,celerio,automatic,8,petrol,998,68891,1,360000,,,,,
honda,jazz,manual,6,petrol,1199,44929,1,513000,,,,,
maruti,new,manual,4,cng,998,65103,1,494000,,,,,
hyundai,xcent,manual,10,petrol,1197,89712,2,297000,,,,,
tata,nexon,automatic,3,petrol,1199,43545,1,912000,,,,,
toyota,etios,manual,13,petrol,1496,71433,1,232000,,,,,
maruti,baleno,manual,4,petrol,1197,58514,1,626000,,,,,
honda,amaze,manual,9,petrol,1198,115667,1,368000,,,,,
maruti,dzire,manual,5,petrol,1197,29453,1,519000,,,,,
datsun,redi,manual,4,petrol,999,39841,1,342000,,,,,
renault,triber,automatic,3,petrol,999,24365,1,679000,,,,,
hyundai,i10,manual,11,petrol,,44757,2,209000,,,,,
honda,city,manual,9,cng,1497,77885,1,565000,,,,,
maruti,ignis,automatic,6,petrol,1197,42726,2,435000,,,,,
honda,amaze,manual,5,petrol,1199,37520,1,630000,,,,,
tata,nexon,automatic,2,electric,,56728,1,1350000,,,,,
maruti,celerio,automatic,10,petrol,998,102506,1,291000,,,,,
kia,carens,manual,2,petrol,1353,17046,2,1441000,,,,,
hyundai,elite,manual,8,petrol,1197,84053,1,434000,,,,,
hyundai,creta,manual,8,petrol,1591,69725,1,684000,,,,,
hyundai,aura,manual,2,cng,1197,17709,1,750000,,,,,
kia,seltos,automatic,5,diesel,1493,29529,1,1249000,,,,,
datsun,redi,manual,6,petrol,799,45255,1,225000,,,,,
hyundai,elite,manual,5,petrol,1197,32118,1,662000,,,,,
maruti,wagon,manual,8,petrol,998,79338,1,325000,,,,,
honda,brio,manual,10,petrol,1198,58114,1,290000,,,,,
maruti,swift,manual,4,petrol,1197,39683,1,485000,,,,,
mahindra,xuv300,manual,4,diesel,,79567,1,820000,,,,,
hyundai,xcent,manual,6,cng,1197,103921,1,438000,,,,,
kia,seltos,automatic,2,diesel,,39906,1,1608000,,,,,
hyundai,grand,manual,3,petrol,1197,14126,1,553000,,,,,
maruti,wagon,manual,10,petrol,998,53493,1,262000,,,,,
mg,hector,manual,3,petrol,1451,38816,1,1503000,,,,,
hyundai,aura,manual,2,petrol,1197,25009,1,657000,,,,,
hyundai,creta,automatic,4,petrol,1353,48230,2,1414000,,,,,
mahindra,bolero,manual,3,diesel,1493,35315,1,860000,,,,,
mahindra,scorpio,manual,3,diesel,2179,68721,1,1480000,,,,,
honda,amaze,manual,6,cng,,73050,1,492000,,,,,
maruti,swift,manual,8,petrol,1197,50176,1,390000,,,,,
maruti,wagon,manual,6,cng,998,65780,2,351000,,,,,
hyundai,verna,manual,7,petrol,1591,87228,1,739000,,,,,
maruti,swift,manual,9,petrol,1197,43805,1,372000,,,,,
maruti,swift,automatic,3,petrol,1197,29279,1,647000,,,,,
honda,jazz,automatic,6,petrol,,55884,1,616000,,,,,
hyundai,elite,manual,5,petrol,1197,69807,3,447000,,,,,
kia,seltos,manual,2,diesel,1493,44548,1,1340000,,,,,
maruti,wagon,manual,10,cng,998,81616,2,280000,,,,,
maruti,alto,manual,6,petrol,796,68182,2,272000,,,,,
maruti,ciaz,automatic,2,petrol,1462,29231,1,1055000,,,,,
maruti,ignis,manual,6,petrol,1197,57568,1,432000,,,,,
maruti,dzire,manual,5,petrol,1197,43305,1,553000,,,,,
renault,kwid,automatic,7,petrol,999,56687,1,279000,,,,,
mahindra,kuv100,manual,8,petrol,1198,27368,1,337000,,,,,
tata,tigor,manual,2,cng,,32677,1,727000,,,,,
honda,city,manual,7,petrol,1497,70725,2,613000,,,,,
kia,seltos,automatic,3,petrol,1353,13153,1,1491000,,,,,
honda,amaze,manual,5,petrol,1199,58524,2,504000,,,,,
maruti,vitara,manual,4,petrol,1462,82142,1,730000,,,,,
hyundai,i20,manual,10,cng,1197,83724,2,362000,,,,,
maruti,wagon,manual,11,petrol,998,19147,2,247000,,,,,
hyundai,new,manual,5,cng,1086,63126,1,474000,,,,,
hyundai,elite,manual,9,cng,1197,71476,1,443000,,,,,
tata,tigor,manual,2,cng,1199,40949,1,721000,,,,,
maruti,alto,manual,7,petrol,998,98904,1,273000,,,,,
tata,nexon,automatic,1,electric,,40647,1,1411000,,,,,
ford,ecosport,manual,11,petrol,1499,79269,1,335000,,,,,
honda,wr-v,manual,7,petrol,1199,52817,2,537000,,,,,
hyundai,elite,manual,9,petrol,1197,101695,2,429000,,,,,
maruti,dzire,manual,6,petrol,1197,76745,1,590000,,,,,
maruti,s,automatic,4,petrol,998,31302,1,436000,,,,,
hyundai,grand,automatic,5,petrol,1197,23115,1,607000,,,,,
kia,seltos,manual,2,petrol,1497,29134,1,1222000,,,,,
maruti,baleno,automatic,8,petrol,1197,89112,1,475000,,,,,
maruti,ignis,automatic,2,petrol,1197,20115,1,625000,,,,,
mahindra,xuv700,automatic,2,diesel,2184,26005,1,1593000,,,,,
honda,br-v,manual,6,petrol,1497,35709,1,721000,,,,,
ford,ecosport,manual,3,diesel,1498,70310,1,831000,,,,,
maruti,swift,manual,6,petrol,1197,73844,2,537000,,,,,
hyundai,elite,manual,9,petrol,1197,54932,1,455000,,,,,
honda,amaze,manual,7,petrol,1198,45651,2,424000,,,,,
tata,tiago,manual,7,petrol,1199,73180,1,387000,,,,,
maruti,swift,manual,3,petrol,1197,52266,1,584000,,,,,
hyundai,new,manual,3,petrol,1197,44186,1,709000,,,,,
honda,city,manual,8,cng,1497,71930,2,570000,,,,,
maruti,alto,manual,1,petrol,998,7540,1,466000,,,,,
maruti,eeco,manual,1,cng,1197,28162,1,614000,,,,,
honda,wr-v,manual,5,petrol,1199,79639,1,694000,,,,,
tata,nexon,manual,6,petrol,1198,36153,2,548000,,,,,
mg,hector,automatic,1,petrol,1451,30857,1,2004000,,,,,
ford,ecosport,manual,3,diesel,1498,24617,1,873000,,,,,
tata,safari,automatic,2,diesel,1956,44610,1,1655000,,,,,
nissan,micra,manual,12,petrol,1198,86119,1,184000,,,,,
mahindra,xuv300,manual,1,diesel,1497,6428,1,1400000,,,,,
hyundai,eon,manual,10,petrol,814,43937,1,218000,,,,,
honda,city,automatic,2,petrol,1498,9308,1,1144000,,,,,
hyundai,creta,manual,7,petrol,1591,31841,1,771000,,,,,
honda,amaze,automatic,5,petrol,1498,49976,1,660000,,,,,
hyundai,verna,manual,11,petrol,1591,77451,2,387000,,,,,
hyundai,creta,manual,7,petrol,1591,53041,2,701000,,,,,
maruti,swift,manual,10,petrol,1197,73079,1,372000,,,,,
toyota,innova,manual,2,petrol,2694,21296,1,2051000,,,,,
honda,amaze,manual,9,petrol,1198,27779,1,367000,,,,,
ford,ecosport,manual,5,petrol,1497,74910,1,692000,,,,,
hyundai,grand,manual,5,petrol,1197,72742,1,462000,,,,,
tata,safari,automatic,3,diesel,1956,62380,1,1864000,,,,,
honda,jazz,automatic,3,petrol,1199,30141,1,786000,,,,,
renault,duster,automatic,6,petrol,1498,107311,1,614000,,,,,
maruti,alto,manual,2,cng,796,21397,1,427000,,,,,
mahindra,xuv300,manual,2,diesel,,57845,1,935000,,,,,
hyundai,verna,manual,7,petrol,1591,97913,2,676000,,,,,
maruti,alto,automatic,8,petrol,998,44902,2,289000,,,,,
hyundai,grand,manual,5,petrol,1197,42870,1,498000,,,,,
honda,amaze,manual,6,diesel,1498,33476,1,752000,,,,,
honda,city,manual,11,petrol,1497,84818,1,471000,,,,,
renault,duster,manual,9,diesel,,94510,2,574000,,,,,
ford,ecosport,manual,8,petrol,1499,71617,1,625000,,,,,
renault,duster,manual,7,diesel,1461,71918,2,749000,,,,,
maruti,alto,manual,8,petrol,998,65574,3,318000,,,,,
maruti,celerio,automatic,6,petrol,998,40683,1,504000,,,,,
maruti,baleno,manual,2,petrol,1197,23050,1,754000,,,,,
hyundai,i20,manual,10,diesel,1396,35024,1,520000,,,,,
mahindra,xuv700,automatic,1,petrol,1997,11330,1,2487000,,,,,
tata,altroz,manual,4,petrol,1199,11336,1,735000,,,,,
renault,kwid,automatic,4,petrol,999,24745,1,483000,,,,,
mahindra,thar,automatic,1,petrol,1997,11796,1,1445000,,,,,
maruti,celerio,manual,9,petrol,998,31672,1,414000,,,,,
hyundai,grand,manual,6,petrol,1197,26623,2,483000,,,,,
maruti,celerio,automatic,5,petrol,998,56397,1,483000,,,,,
hyundai,i20,manual,14,petrol,,62220,2,271000,,,,,
renault,kwid,automatic,7,petrol,999,46878,2,357000,,,,,
maruti,wagon,automatic,8,petrol,998,21014,1,431000,,,,,
maruti,celerio,manual,9,petrol,998,69696,1,418000,,,,,
hyundai,elite,manual,8,petrol,1197,43248,1,658000,,,,,
tata,altroz,manual,1,petrol,1199,14929,1,897000,,,,,
renault,triber,manual,3,petrol,999,54387,1,590000,,,,,
kia,seltos,manual,5,diesel,1493,40508,2,1120000,,,,,
hyundai,i10,manual,11,petrol,1197,97083,1,350000,,,,,
tata,altroz,manual,2,petrol,1199,16535,1,866000,,,,,
maruti,swift,manual,10,petrol,,32533,1,480000,,,,,
volkswagen,ameo,automatic,6,diesel,1498,63632,2,692000,,,,,
tata,harrier,manual,2,diesel,1956,49190,1,1687000,,,,,
kia,seltos,automatic,4,diesel,1493,94361,2,1020000,,,,,
renault,kwid,automatic,4,petrol,999,27782,1,483000,,,,,
maruti,celerio,manual,7,petrol,998,38004,2,452000,,,,,
maruti,swift,manual,8,petrol,1197,57333,1,619000,,,,,
hyundai,verna,manual,8,diesel,1582,69384,2,730000,,,,,
hyundai,new,automatic,3,petrol,1197,30962,2,863000,,,,,
renault,triber,manual,3,petrol,999,37624,1,706000,,,,,
maruti,ignis,manual,1,petrol,1197,19575,1,692000,,,,,
hyundai,creta,automatic,9,diesel,1582,106215,1,835000,,,,,
maruti,alto,manual,1,petrol,998,9152,1,541000,,,,,
tata,nexon,automatic,4,petrol,1199,45096,1,997000,,,,,
hyundai,creta,automatic,4,petrol,1353,13530,2,1513000,,,,,
hyundai,grand,manual,5,petrol,1197,50441,1,565000,,,,,
hyundai,grand,automatic,3,petrol,1197,36554,1,690000,,,,,
toyota,glanza,manual,4,petrol,1197,98650,1,740000,,,,,
hyundai,venue,automatic,3,petrol,998,30322,1,1041000,,,,,
hyundai,grand,manual,9,petrol,1197,73390,1,418000,,,,,
hyundai,new,manual,6,petrol,1086,44778,1,456000,,,,,
tata,tiago,automatic,3,petrol,1199,31090,1,688000,,,,,
honda,wr-v,manual,6,petrol,,58535,2,641000,,,,,
kia,sonet,automatic,4,petrol,998,36244,1,1069000,,,,,
hyundai,creta,manual,8,petrol,1591,69273,2,826000,,,,,
maruti,baleno,automatic,7,petrol,1197,80229,1,624000,,,,,
renault,kwid,manual,6,petrol,799,39413,2,329000,,,,,
datsun,redi,manual,3,petrol,999,20686,1,489000,,,,,
volkswagen,vento,automatic,8,petrol,1197,88166,2,655000,,,,,
maruti,swift,manual,10,petrol,,70724,1,465000,,,,,
hyundai,new,automatic,5,petrol,1086,31510,1,521000,,,,,
renault,duster,automatic,6,petrol,1498,36228,2,764000,,,,,
maruti,ignis,manual,6,petrol,1197,92528,2,456000,,,,,
maruti,xl6,automatic,2,petrol,1462,18659,1,1269000,,,,,
maruti,swift,manual,8,petrol,1197,68284,1,554000,,,,,
honda,amaze,manual,4,petrol,1199,35911,2,712000,,,,,
kia,seltos,manual,4,diesel,1493,51041,2,1152000,,,,,
hyundai,grand,manual,5,petrol,1197,65145,1,551000,,,,,
kia,seltos,automatic,2,petrol,1353,32533,1,1665000,,,,,
hyundai,xcent,manual,10,petrol,1197,67606,1,412000,,,,,
maruti,wagon,automatic,7,petrol,998,44109,2,482000,,,,,
hyundai,i10,manual,10,petrol,,48379,2,311000,,,,,
maruti,ciaz,automatic,4,petrol,1462,44980,1,947000,,,,,
tata,nexon,automatic,5,petrol,1198,59737,2,766000,,,,,
renault,kwid,manual,1,petrol,999,1768,1,561000,,,,,
maruti,ciaz,manual,6,petrol,1462,30948,1,743000,,,,,
hyundai,grand,manual,6,petrol,1197,15854,1,568000,,,,,
maruti,alto,manual,1,petrol,998,5654,1,550000,,,,,
hyundai,venue,manual,5,diesel,1493,52061,2,1001000,,,,,
maruti,swift,manual,11,diesel,1248,96413,1,383000,,,,,
maruti,s,manual,4,petrol,998,36650,1,435000,,,,,
tata,punch,automatic,2,petrol,1199,45037,1,882000,,,,,
renault,kwid,manual,3,petrol,999,41535,1,469000,,,,,
renault,duster,manual,8,diesel,1461,51829,1,765000,,,,,
maruti,s,manual,5,petrol,998,35153,2,392000,,,,,
tata,harrier,automatic,2,diesel,1956,32613,2,1816000,,,,,
renault,kwid,manual,7,petrol,799,33582,1,360000,,,,,
maruti,celerio,automatic,9,petrol,998,33709,1,416000,,,,,
renault,kwid,automatic,5,petrol,,23998,1,502000,,,,,
hyundai,venue,manual,2,petrol,998,35746,1,1160000,,,,,
hyundai,venue,automatic,5,petrol,998,43922,2,865000,,,,,
renault,kwid,manual,3,petrol,999,15159,1,483000,,,,,
renault,kwid,automatic,6,petrol,999,19178,1,413000,,,,,
hyundai,grand,manual,9,petrol,1197,31281,1,489000,,,,,
maruti,baleno,automatic,7,petrol,1197,39601,2,585000,,,,,
mahindra,tuv300,manual,8,diesel,1493,38730,2,603000,,,,,
maruti,baleno,manual,7,petrol,1197,54225,1,661000,,,,,
hyundai,verna,manual,11,diesel,1582,46332,1,506000,,,,,
hyundai,grand,automatic,6,petrol,1197,50840,1,597000,,,,,
maruti,celerio,automatic,9,petrol,998,70593,1,420000,,,,,
tata,tiago,automatic,1,petrol,1199,2280,1,773000,,,,,
maruti,swift,automatic,6,petrol,1197,57341,1,591000,,,,,
renault,kwid,manual,6,petrol,799,90747,2,306000,,,,,
renault,kwid,automatic,3,petrol,999,10015,1,487000,,,,,
honda,amaze,manual,8,petrol,1198,51836,2,421000,,,,,
honda,city,automatic,7,petrol,1497,42019,1,889000,,,,,
renault,triber,manual,3,petrol,999,14852,1,594000,,,,,
hyundai,new,automatic,2,petrol,1197,12885,1,1042000,,,,,
maruti,celerio,manual,7,petrol,998,42178,1,443000,,,,,
renault,pulse,manual,10,diesel,1461,83897,1,292000,,,,,
tata,altroz,manual,3,petrol,1199,31073,2,564000,,,,,
